frequency_cyc_px,orientation_deg,mag_error,phase_error,snr_or_severity
6.25000000000000000e-02,5.000000,-2.72725317241022336e-01,-2.81888730939705567e-04,100
1.25000000000000000e-01,5.000000,-7.62782618325327677e-01,-2.32417976866017284e-04,100
2.50000000000000000e-01,5.000000,-1.56396806535642052e+00,-3.14144832086708803e+00,100
1.56250000000000000e-02,10.000000,-5.93140292330679442e-04,5.24238359922435393e-05,100
3.12500000000000000e-02,10.000000,-1.76382566877504865e-02,2.26312308759801795e-05,100
6.25000000000000000e-02,10.000000,-2.74048590729307429e-01,5.17125682080177285e-05,100
1.25000000000000000e-01,10.000000,-7.61910556925506910e-01,-3.34321772621493096e-05,100
2.50000000000000000e-01,10.000000,-1.56531783996835583e+00,3.14148001787291520e+00,100
1.56250000000000000e-02,15.000000,-6.55098345902341284e-04,-2.28686167956571040e-04,100
3.12500000000000000e-02,15.000000,-1.78922103467386018e-02,-2.86316929036800616e-05,100
6.25000000000000000e-02,15.000000,-2.76053758226875556e-01,-2.82239251199634111e-04,100
1.25000000000000000e-01,15.000000,-7.60800060523939781e-01,1.03014674981416476e-05,100
2.50000000000000000e-01,15.000000,-1.56495298258538340e+00,3.14147683107385145e+00,100
1.56250000000000000e-02,20.000000,-6.60482756493455114e-04,-2.22844283428003109e-04,100
3.12500000000000000e-02,20.000000,-1.81431873614485428e-02,6.87218281090196115e-05,100
6.25000000000000000e-02,20.000000,-2.78495613551634658e-01,1.40474250854616400e-04,100
1.25000000000000000e-01,20.000000,-7.59914856230607283e-01,2.72161297834916382e-04,100
2.50000000000000000e-01,20.000000,-1.56589468527897790e+00,3.14141260968512803e+00,100
1.56250000000000000e-02,25.000000,-7.20768377513461567e-04,-2.01213192309701583e-04,100
3.12500000000000000e-02,25.000000,-1.84152637075992442e-02,1.03324921202130326e-04,100
6.25000000000000000e-02,25.000000,-2.81135634523367373e-01,4.18993682589796634e-04,100
1.25000000000000000e-01,25.000000,-7.59367832534318499e-01,-1.03229674180305153e-04,100
2.50000000000000000e-01,25.000000,-1.57001974218243578e+00,-3.14148131293786204e+00,100
1.56250000000000000e-02,30.000000,-7.00454758040494618e-04,1.56833465414063511e-04,100
3.12500000000000000e-02,30.000000,-1.86952786781402480e-02,-4.57445787107602087e-05,100
6.25000000000000000e-02,30.000000,-2.83521034417444362e-01,1.39499550001254136e-04,100
1.25000000000000000e-01,30.000000,-7.58871601788755901e-01,2.15085330205866399e-04,100
2.50000000000000000e-01,30.000000,-1.57027424647897607e+00,3.14111470137786775e+00,100
1.56250000000000000e-02,35.000000,-7.16762027897027698e-04,3.06685285280217101e-04,100
3.12500000000000000e-02,35.000000,-1.89028575862796033e-02,-3.99832758534390820e-04,100
6.25000000000000000e-02,35.000000,-2.85557564859396207e-01,-2.71812579512697994e-04,100
1.25000000000000000e-01,35.000000,-7.58067044553474179e-01,-1.36402038148020210e-04,100
2.50000000000000000e-01,35.000000,-1.56757369228874088e+00,3.14156580066930236e+00,100
1.56250000000000000e-02,40.000000,-7.00710473657981114e-04,2.36945147999989558e-05,100
3.12500000000000000e-02,40.000000,-1.90997548913164061e-02,-1.86832393047176026e-04,100
6.25000000000000000e-02,40.000000,-2.86847766053384745e-01,2.58926322799890585e-04,100
1.25000000000000000e-01,40.000000,-7.57143307215131234e-01,6.78466550789735834e-05,100
2.50000000000000000e-01,40.000000,-1.56974733232735231e+00,-3.14139179390910650e+00,100
1.56250000000000000e-02,45.000000,-7.47433400389754810e-04,-3.30380478487768414e-04,100
3.12500000000000000e-02,45.000000,-1.90874933908322109e-02,7.21623163757456609e-06,100
